movie_poster,movie_title,movie_date,movie_audience,movie_story,movie_review,movie_actor,movie_cine,movie_netizens
"http://image.cine21.com/resize/cine21/poster/2019/1008/10_44_37__5d9bea058b730[X230,330].jpg",폭풍의 시간,,,줄거리가 없습니다.,,"감독 : 
													,
											

						","출연 : 
													,													,													,
						",,
"http://image.cine21.com/resize/cine21/poster/2020/0212/15_00_51__5e4394937c7a1[X230,330].jpg",사일런트 워,,,"
					
									,
									내전에 패배한 공화군은 정부 수복을 선언하고,
디데이에 앞서 기간시설 파괴작전에 돌입한다.,
,
다리 폭파 작전은 정부군의 함정으로 전대원이 사망하고,
대폭발로 청각을 잃은 유일한 생존자는 숲으로 숨는다.,
,
정부군의 필사적인 추적과 잔혹한 사냥에 맞서 ,
생존을 건 독한 게릴라 전쟁이 시작되는데...,
,
,				",,"감독 : 
													,
											

						","출연 : 
													,													,													,
						",,
"http://image.cine21.com/resize//noimg[X230,330].jpg",더 워닝,개봉일 : 2020-05-06,누적관객 : 406명,"
					
									편의점 살인 사건에 얽힌 시간의 비밀을 다룬, 판타지를 곁들인 미스터리 범죄 영화				",,"감독 : 
													,
											

						","출연 : 
													,													,													,
						",,
"http://image.cine21.com/resize/cine21/poster/2017/0220/50235_58aaa6099667a[X230,330].jpg",터널,,,"
					
									,
									비상한 두뇌를 가진 컴퓨터 엔지니어 호아킨.,
어느 날, 지하에 있는 작업실 벽 너머에서 들려오는 ,
소음과 목소리를 듣고 이상함을 느낀 그는 ,
자신의 직업 특성을 살려 소리가 나는 곳에,
몰래 CCTV를 설치해 그들을 감시하기 시작한다.,
녹화된 영상으로 그들이 무려 한달에 걸친 치밀한 범죄 계획을,
세우고 있다는 사실을 알게 된 호아킨은 그들이 짜놓은 ,
완벽한 판을 뒤엎을 단 한 번의 반격을 준비하는데...				",,"감독 : 
													,
											

						","출연 : 
													,(호아킨)													,(갈레레토)													,
						",,
"http://image.cine21.com/resize/cine21/poster/2019/0919/15_01_05__5d8319a1c2b66[X230,330].jpg",애드 아스트라,개봉일 : 2019-09-19,,"
					
									,
									미 육군 소령  ‘로이 맥브라이드’(브래드 피트)는 우주의 지적생명체를 찾기 위한 ‘리마 프로젝트’를 수행하다 실종된 아버지를 영웅이라 믿으며 우주 비행사의 꿈을 키웠다. ,
,
어느 날, ‘로이’는 이상 현상으로 우주 안테나에서 지구로 추락하는 사고를 당하고,
인류를 위협할 전류 급증 현상인 이 ‘써지’ 사태가,
자신의 아버지가 벌인 위험한 실험에서 시작되었다는 이야기를 듣게 된다.,
,
,
,
아버지가 살아 있다는 충격적인 사실과 함께 그를 막아야 한다는 임무를 맡게 된 ‘로이’는 우주로 향하게 되는데…,
,
,				","
							희망과 갈등이 공존하는 가까운 미래. 인류를 위협하는 이상 현상이 발생한다. 우주사령부로부터 호출을 받은 로이 맥브라이드(브래드 피트)는 지구에 닥친 전기 폭풍이 실은 지적 생명체를 찾아 태양계로 향한 리마 프로젝트와 관련 있다는 얘기를 듣는다. 리마 프로젝트를 수행했던 대장은 로이의 아버지 클리프 맥브라이드(토미 리 존스). 프로젝트 수행 도중 아버지가 사망한 것으...							","감독 : 
													,
											

						","출연 : 
													,(로이)													,(클리포드)													,
						",7.20,8.13
"http://image.cine21.com/resize/cine21/poster/2016/1018/09_59_14__580573e206425[X230,330].jpg",줄리에타,개봉일 : 2016-11-17,,"
					
									,
									12년 전 사라진 딸,,
이해할 수도 포기할 수도 없는 그녀에게,
차마 말하지 못한 자신의 지난 날을 고백하기로 한,
‘줄리에타’의 아름다운 용기를 담은 영화				","
							페드로 알모도바르의 <내가 사는 피부>(2011)는 기막힌 이야깃거리를 잔뜩 안은 아들이 집 나간 지 12년 만에 엄마에게로 돌아오면서 끝났다. <줄리에타>는 정확히 반대의 구성이다. 노년 여성 줄리에타(에마 수아레스)가 12년 전 집을 나가 소식이 끊긴 딸 안티아를 향해 그간 꽁꽁 숨겨두었던 이야기를 편지로 전하며 시작된다. 20대의 도발적인 ...							","감독 : 
													,
											

						","출연 : 
													,													,													,
						",6.71,7.80
"http://image.cine21.com/resize/cine21/poster/2007/0327/M0010021_poster[X230,330].jpg",지포,,,"
					
									헬렌은 폴과 결혼한지 25년이 되었다. 그녀는 단조롭고 냉담한 존재로 살고 있다. 헬렌은 절망적이고, 상처받았으며, 변화를 찾고 있다. 폴은 몰락하기 직전이며, 가난의 덫에 지쳐서 술에 쪄들어 있다. 그러던 어느 날, 영국 비자와 자유를 위한 기회를 기다리는 루마니아인 체코 이민자, 타샤가 그들의 인생에 들어오게 된다. 타샤는 헬렌의 문제아 딸의 친구로 헬렌의 집에 방문하게 되고 자연스럽게 타샤와 헬렌은 친하게 된다.  				",,"감독 : 
													,
											

						","출연 : 
													,													,													,
						",10.00,
"http://image.cine21.com/resize/cine21/poster/2019/0111/11_20_31__5c37fd6f2d328[X230,330].jpg",러빙 빈센트: 임파서블 드림,개봉일 : 2019-01-10,,줄거리가 없습니다.,,"감독 : 
													,
											

						","출연 : 
													,													,													,
						",,
"http://image.cine21.com/resize/cine21/poster/2014/1106/14_02_47__545b00f7414a4[X230,330].jpg",시티 래츠,,,"
					
									삶의 존재가치와 성 정체성에 혼란스러워하는 한 여자와 네 남자의 라이프스타일!,
,
높은 건물 옥상에서 수박을 떨어뜨리고 그 효과를 감상한 짐은 마침 옆 건물 옥상에서 자살하려던 젊은 여자를 발견하고 뛰어내리지 말라고 소리지른다. 짐이 매일같이 전화하던 창녀 지나의 이웃집에 사는 화가 청년 딘은 지나에게 반해 자신의 뮤즈가 되어 달라고 애원한다. 햄버거 가게를 하는 피트는 자신의 주변을 계속 얼쩡거리던 여자 부랑자가 갑자기 행방불명된 친구 칼의 모친임을 알게 되고 칼의 행방을 묻기 위해 마약 딜러 마르코를 찾아간다. 딘과 잠깐 바람났던 올리는 귀머거리에 자폐증을 앓고 있는 동생이 사실 게이임을 뒤늦게 알게 되고 자신의 성 정체성 역시 흔들리는데…,
 				",,"감독 : 
													,
											

						","출연 : 
													,													,													,
						",2.00,
"http://image.cine21.com/resize/cine21/poster/2017/0302/11_29_39__58b78393dff1e[X230,330].jpg",아뉴스 데이,개봉일 : 2017-03-30,,"
					
									,
									1945년 폴란드, 적십자에서 일하는 프랑스 의사 '마틸드'에게,
비극적 임신을 한 수녀들이 도움을 요청한다.,
비밀리에 수녀원을 오가며 진료하던 '마틸드'는,
수녀원이 뭔가를 감추고 있는 것을 알게 되는데…				","
							1945년 폴란드, 마틸드(루 드 라주)는 전장에서 부상당한 자국 군인들을 치료하는 프랑스인 의사다. 어느 날 한 폴란드인 수녀가 병원으로 다급하게 뛰어들어와 도움을 청한다. 그를 따라 도착한 수녀원엔 러시아 군인들에게 집단으로 강간당한 후 임신한 폴란드인 수녀들이 있다. 그날부로 마틸드는 비밀리에 병원과 수녀원을 오가며 수녀들을 돌본다. 자책감에 시달리던 수녀들도 ...							","감독 : 
													,
											

						","출연 : 
													,													,													,
						",6.25,8.25
"http://image.cine21.com/resize/cine21/poster/2019/0607/11_08_30__5cf9c71e330ea[X230,330].jpg",마담 싸이코,개봉일 : 2019-06-26,,"
					
									,
									뉴욕에 살고 있는 젊은 여성 ‘프랜시스’는 지하철에서 주인 없는 핸드백을 줍는다. ,
가방의 주인은 혼자 살고 있는 중년의 여인  ‘그레타’.,
,
엄마를 잃은 상실감에 빠져있던 프랜시스는 핸드백을 찾아주면서 그레타와 빠르게 가까워진다.,
저녁식사에 초대받은 프랜시스는 우연히 그레타가 핸드백을 미끼로 ,
젊은 여성들과 친해진다는 소름끼치는 사실을 알게된다.,
,
그레타는 프랜시스를 집요하게 쫓아다니며 본색을 드러내기 시작하는데…				","
							뉴욕에 사는 프랜시스(클로이 머레츠)는 지하철에서 누군가가 놓고 간 가방을 발견한다. 가방의 주인은 혼자 사는 중년의 여성 그레타(이자벨 위페르). 가방을 찾아준 프랜시스에게 그레타는 차를 대접하며 세상을 먼저 뜬 자신의 남편 이야기며 반려견 이야기를 꺼낸다. 그리고 남편에게 배웠다는 리스트의 <사랑의 꿈>을 피아노로 연주해 보이기까지 한다. “뉴욕이 얼마...							","감독 : 
													,
											

						","출연 : 
													,(프랜시스)													,(그레타)													,
						",5.00,5.50
"http://image.cine21.com/resize/cine21/poster/2017/0516/10_15_43__591a52bf1b51d[X230,330].jpg",킹 아서: 제왕의 검,개봉일 : 2017-05-17,,"
					
									,
									마법과 인간이 공존하는 세상, 권력에 눈이 먼 보티건(주드 로)은 어둠의 마법사와 결탁해 형을 죽이고 왕위를 차지한다. 아버지의 처참한 희생으로 목숨을 구한 아서(찰리 헌냄)는 자신의 출신을 모른 채 거리의 아들이 되어 성장한다. ,
한편 보티건의 강압적인 정치로 인해 핍박 받는 백성들 사이에서는 바위에 꽂혀 있는 엑스칼리버를 뽑는 자가 진짜 왕이라는 소문이 파다하게 퍼진다. 아서는 어떤 힘에 이끌려 검을 뽑게 되고, 이 때부터 아서를 제거하려는 보티건의 무리들과 예언자 멀린의 제자 마법사를 비롯해 아서를 왕으로 추앙하려는 원정대들이 맞서면서 아서의 삶은 완전히 바뀐다. 이제 아서는 본인이 원하든 원하지 않든, 진짜 운명을 받아들일 수 밖에 없게 되는데….,
판타지 액션의 신세계! 전설이 된 신화!,
왕이 되기 위한 거대한 전쟁이 시작된다!				","
							마법사와 인간이 공존하던 시대, 우서(에릭 바나)의 동생 보티건(주드 로)은 어둠의 마법사 모드레드와 결탁해 형을 죽이고 왕위를 차지한다. 가까스로 탈출해 목숨을 건진 우서의 아들 아서(찰리 허냄)는 거리에서 살아남기 위해 사창가의 포주로 성장한다. 강대한 마법의 힘을 자신에게 부여해줄 탑을 건설 중인 보티건은 공포로 백성들을 지배한다. 그러던 어느 날 성 인근 바다...							","감독 : 
													,
											

						","출연 : 
													,(아서왕)													,(보티건 )													,
						",5.25,6.80
"http://image.cine21.com/resize/cine21/poster/2018/1002/52071_5bb3091216d7b[X230,330].jpg",필름스타 인 리버풀,개봉일 : 2018-10-25,,"
					
									,
									1978년, 리버풀에서 우연히 만나 사랑에 빠진 필름스타 ‘글로리아’와 배우 지망생 ‘피터’ 너무나도 달랐지만 함께라서 특별했던 두 사람은 어쩌면 마지막이 될 시간을 위해 가장 뜨겁게 사랑했던 리버풀로 돌아온다,
우리의 사랑은 이곳에 기억된다,
				","
							“흑백영화 시절에는 유명했지. 요샌 한물갔지만.” 한때 오스카 여우조연상까지 타며 전성기를 누렸던 배우 글로리아 그레이엄(아네트 베닝)이 영국 순회공연 중 갑자기 쓰러진다. 그는 그저 소화불량일 뿐이니 금방 회복할 수 있다며 28살 연하인 연인 피터 터너(제이미 벨)와 그의 가족과 함께 리버풀에서 머물고 싶다고 전한다. 피터의 가족은 싫은 소리를 하면서도 서로에 대한...							","감독 : 
													,
											

						","출연 : 
													,(글로리아 그레이엄)													,(피터 터너)													,
						",6.80,8.50
"http://image.cine21.com/resize/cine21/poster/2018/0306/15_20_09__5a9e331962726[X230,330].jpg",막달라 마리아: 부활의 증인,개봉일 : 2018-03-28,,"
					
									,
									황량한 어촌에서 구원만을 꿈꾸며 살아가는 ‘막달라 마리아’(루니 마라)는 ,
 정혼을 거부했다는 이유만으로 가족들에게조차 외면 당한다. ,
 그러던 어느 날 마을을 방문한 ‘예수’(호아킨 피닉스)와 그의 제자들로부터 깨달음을 얻게 된 마리아는 ,
 예수에게 직접 세례를 받은 뒤 유일한 여성 사도로서 그들의 여정에 동참하게 된다. ,
 한편, 예수는 죽은 자를 살려내는 기적을 행하고도 다가올 자신의 운명 앞에서 괴로워하는데… ,
 예수의 제자 중 그 누구보다 가까이에서 그와 소통한 ‘막달라 마리아’가 목격한 진정한 구원은 과연 무엇일까?				","
							작은 어촌 마을에 사는 막달라 마리아(루니 마라)에게 가족들은 정혼을 강요한다. 마리아가 정혼을 거부하자 그녀의 가족들은 마리아에게 마귀가 씌었다고 판단해 고문에 가까운 퇴마 의식을 행한다. 그래도 마리아에게 변화가 없자 가족들은 기적을 행하기로 유명한 랍비 예수(호아킨 피닉스)를 불러온다. 예수는 마리아에게 마귀가 없다고 말해주고, 예수의 강연에 감동받은 마리아는 ...							","감독 : 
													,
											

						","출연 : 
													,(막달라 마리아)													,(예수)													,
						",7.00,6.00
"http://image.cine21.com/resize/cine21/poster/2018/0102/11_48_06__5a4af2e6c4d88[X230,330].jpg",찰스 디킨스의 비밀서재,개봉일 : 2018-01-11,,"
					
									,
									세 권의 책이 연속으로 실패하고 슬럼프에 빠진 찰스 디킨스는 ,
 무턱대고 크리스마스 전까지 새로운 소설을 발표하겠다고 선언한다.,
 ,
 그에게 남은 시간은 고작 6주.,
 불현듯 ‘스크루지’라는 고약한 구두쇠 캐릭터를 떠올린 ,
 그의 눈 앞에 상상 속의 ‘스크루지’ 영감이 실제로 나타난다. ,
 ,
 하지만 사사건건 방해를 놓는 ‘스크루지’ 때문에 ,
 소설은 마무리가 되지 않고 꼬여만 가는데… ,
 ,
 과연 그는 6주 만에 새로운 소설을 완성시킬 수 있을까?				",,"감독 : 
													,
											

						","출연 : 
													,(찰스 디킨스)													,(존 디킨스)													,
						",6.00,
"http://image.cine21.com/resize/cine21/poster/2019/1105/14_53_32__5dc10e5ca32ad[X230,330].jpg",해리엇,,,줄거리가 없습니다.,,"감독 : 
													,
											

						","출연 : 
													,													,													,
						",,
"http://image.cine21.com/resize/cine21/poster/2017/0428/14_56_11__5902d97b6f01b[X230,330].jpg",스머프: 비밀의 숲,개봉일 : 2017-04-28,,"
					
									,
									스머프 마을의 꾸러기 4인방, 스머페트, 똘똘이, 덩치, 주책이. ,
숲 속에서 우연히 동그란 눈, 파란 몸을 가진 정체 모를,
녀석(?)을 발견하지만 그 녀석은 이내 숲으로 사라진다. ,
그의 정체가 너무나도 궁금했던 스머프들! ,
파파 스머프를 감쪽같이 속이고 금지된 비밀의 숲으로 모험을 떠난다. ,
  ,
파파 스머프가 절대 들어가지 말라고 했던 그 곳, ,
비밀의 숲은 난생 처음 보는 생물들로 가득 찬 신비의 공간이었다. ,
하지만 감탄도 잠시, 마법사 가가멜 일당에게 쫓겨,
혼비백산 도망가던 중 그렇게나 궁금했던,
정체 모를 그 녀석들과 딱 마주치게 되는데…! ,
  ,
,				",,"감독 : 
													,
											

						","출연 : 
													,(파파 스머프 목소리)													,(가가멜 목소리)													,
						",,
"http://image.cine21.com/resize/cine21/poster/2016/0718/11_29_40__578c3f140fde6[X230,330].jpg",거울나라의 앨리스,개봉일 : 2016-09-07,,"
					
									,
									거친 바다를 항해하며 배의 선장으로 지내온 ‘앨리스’는 런던에 돌아와 참석한 연회에서 나비가 된 ‘압솔렘’을 만나게 되고, 거울을 통해 이상한 나라로 돌아가게 된다. 그 곳에서 앨리스는 ‘하얀 여왕’을 만나 위기에 처한 ‘모자 장수’의 얘기를 듣게 되고 ‘시간’의 크로노스피어를 훔쳐 과거로 돌아가 ‘모자 장수’를 구하려고 한다. 한편, 하얀 여왕에 의해 아웃랜드로 추방되었던 ‘붉은 여왕’ 또한 크로노스피어를 호시탐탐 노리고, 앨리스는 ‘붉은 여왕’과 ‘시간’으로부터 벗어나 모자 장수를 구하기 위한 스펙타클한 시간여행을 시작하게 되는데…				","
							<거울 나라의 앨리스>의 이야기는 <이상한 나라의 앨리스>(2010)의 엔딩에서 항해를 떠난 앨리스(미아 바시코프스카)가 해적의 추격을 뿌리치고 돌아오는 데서부터 시작된다. 중국으로 가는 항로를 개척한 앨리스는 런던에 오자마자 사업이 좌초되고 함선을 잃을 위기에 처하고, 한편 원더랜드에선 상심에 빠진 모자장수(조니 뎁)가 생기를 잃고 죽어간다. ...							","감독 : 
													,
											

						","출연 : 
													,													,													,
						",5.50,6.00
"http://image.cine21.com/resize/cine21/poster/2020/0226/11_30_46__5e55d8565e6fa[X230,330].jpg",파라다이스 힐스,개봉일 : 2020-03-19,"누적관객 : 2,046명","
					
									,
									어느 날, ‘파라다이스 힐스’라는 낯선 곳에서 깨어난 ‘우마’. 하지만 어떻게 누구에 의해 이곳에 오게 되었는지는 기억이 나지 않는다. 파라다이스 힐스는 외딴 곳에 고립된 섬이지만 소녀들의 눈과 마음을 사로잡는 매력적인 것들로 가득하다. 초대된 모두에게 아름다움을 완성시켜주는 곳이라고만 알고 있던 소녀들이 이곳의 비밀을 하나 둘씩 알게 되면서 섬을 빠져나가기 위한 계획을 세우지만 치료라는 명목의 또 다른 어두운 진실과 마주하게 되는데…				","
							파라다이스 힐스는 구름 한점 없는 하늘, 끝없이 펼쳐진 바다, 푸른 정원, 붉은 장미숲 등 온갖 아름다운 것들로 가득한 곳이다. 우마(에마 로버츠)는 정체를 알 수 없는 이곳에서 깨어난다. 누가 자신을 이곳에 데려다놓았는지, 왜 잠이 들었는지 등 이곳에 오게 된 과정을 기억하지 못한 채로 말이다. 화려한 드레스 차림인 공작 부인(밀라 요보비치)은 우마에게 파라다이스 ...							","감독 : 
													,
											

						","출연 : 
													,(우마)													,(공작부인)													,
						",5.00,
"http://image.cine21.com/resize/cine21/poster/2018/0523/10_16_38__5b04c0f6ef32e[X230,330].jpg",쇼 독스,,,줄거리가 없습니다.,,"감독 : 
													,
											

						","출연 : 
													,													,													,
						",,
"http://image.cine21.com/resize/cine21/poster/2013/0423/38847_5175e0c635ba4_Blood_poster[X230,330].jpg",블러드 머니,,,"
					
									1989년 이후부터 홍콩 마약 단속국에서 미국으로 들어오는 콜롬비아산 코카인의 양을 줄였다. ,
이 전에 콜롬비아인들이 3만 정도를 받았지만, 지금은 겨우 8천정도… 멕시코 마약조직이 급부상하고 있는 가운데, 스티븐 호는 조우에게 상하이에서 가장 강력한 대규모 마약조직을 갖고 있는 새미 웡을 처치할 것을 지시하고, 자신들의 조직이 중국 전역을 접수하기로 한다. ,
스티븐이 처치를 지시한 조우는 퇴역군인이자 어릴 적부터 소림사에서 갖가지 무술을 연마하고, 절대적인 싸움 실력을 갖고 있는 전설적인 인물이다. 어릴 적 가슴 아픈 가족사 등 상처를 지니고 있는 조우는 마약거래상들을 처치하는 일 외에도 불의를 보면 참지 못하고 나서서 일을 해결한다. 그런 그의 행동은 어릴 적 자신의 가족이 당했던 수모를 잊지 못하고 늘 복수하고자 하는 마음 때문이다. 그런 그가 스티븐이 신임하는 일류 킬러가 되어 사건을 해결하러 시드니로 가게 되고, 그 곳에서 일사천리로 일을 처리하던 조우. 그러던 어느 날, 그의 보스가 절대적으로 살려야 한다 당부했던 사건의 핵심인물 핑 호가 녀석들에 의해 죽게 되면서 상황은 복잡해지고, 그는 물론 그의 스승까지도 위험한 상황에 처하게 되는데…,
 				",,"감독 : 
													,
											

						","출연 : 
													,(조우)													,((본인))													,
						",,
"http://image.cine21.com/resize/cine21/poster/2017/1201/17_48_34__5a211762b356a[X230,330].jpg",더 크리스마스,개봉일 : 2017-12-21,,"
					
									,
									자유를 꿈꾸는 방앗간의 당나귀 ‘보’. ,
어느 날, 베들레헴에서 밝게 빛나는 별 하나를 발견하고 방앗간을 박차고 나온 ‘보’는 장난꾸러기 비둘기 ‘데이브’와 사랑스러운 양 ‘루스’, ,
그리고 ‘마리아’와 ‘요셉’과 함께 꿈에 그리던 모험을 시작한다. ,
  ,
첫 번째 크리스마스의 비밀이 드디어 밝혀진다!				","
							아직 예수가 태어나기 전, 요셉과의 결혼을 앞둔 마리아는 천사의 방문을 받는다. 이날 이후 ‘하나님의 아들’을 가진 마리아는 태어날 아기를 기다린다. 한편, 하루 종일 묶인 채 일만 하던 당나귀 보는 가까스로 탈출에 성공한 후 마리아·요셉 부부와 우연히 만난다. 그리고 비둘기 데이브, 양 루스와 함께 출산을 앞둔 마리아의 베들레헴 여행에 동료로 합류한다. 하지만 ‘...							","감독 : 
													,
											

						","출연 : 
													,(보)													,(마리아)													,
						",7.00,
movie_poster,movie_title,movie_date,movie_audience,movie_story,movie_review,movie_director,movie_actor,movie_cine,movie_netizens
"http://image.cine21.com/resize/cine21/poster/2020/0513/15_30_32__5ebb9408ae463[X230,330].jpg",라스트 풀 메저,개봉일 : 2020-05-20,"누적관객 : 3,200명","
					
									,
									1966년 4월 11일, 베트남 전쟁 사상 최악의 미군 사상자를 낸 애블린 전투.,
그곳에 전우들을 구하기 위해 주저없이 뛰어든 공군 항공대원 '피츠'.,
32년이 지난 후 국방부 소속 변호사 스콧 허프만(세바스찬 스탠)은,
그날의 생존자들의 기억을 토대로,
'피츠'에게 군 최고의 영예인 명예 훈장 수여를 위해 조사하던 중,,
국가의 은폐된 진실을 알게 되고 파헤치기 시작하는데...,
​,
5월 20일, 기적을 넘어선 감동 실화가 세상에 공개된다.				","
							1966년 4월 11일, 베트남전쟁 사상 수많은 미군 사상자를 내 최악의 전투로 꼽히는 애빌린 전투가 있었다. 33년이 지난 1999년 9월, 미 국방부 공군성 소속 변호사 스콧(세바스천 스탠)은 애빌린 전투에서 60명이 넘는 군인들을 구하다 목숨을 잃은 공군 항공구조대원 의무병 윌리엄 피첸바거에게 명예훈장을 수여하기 위한 조사를 맡는다. 전우들 사이에서 피츠라는 이...							","감독 : 
													,
											

						","세바스찬 스탠,사무엘 L. 잭슨,크리스토퍼 플러머,윌리엄 허트,에드 해리스,피터 폰다",6.33,
"http://image.cine21.com/resize/cine21/poster/2016/0713/15_16_01__5785dca1ca263[X230,330].jpg",더 러너,개봉일 : 2016-07,,"
					
									멕시코만 기름 유출 사고가 발생한 뒤, 무명 하원의원인 콜린 프라이스의 연설이 방송되자 일약 스타덤에 오르게 된다. 인기를 얻으면서 콜린 프라이스의 상원 출마까지 거론되는 꿈같은 상황이 됐지만, 섹스 스캔들에 휩싸인다. 불륜 사실이 폭로된 후, 모든 생활이 엉망이 되지만 콜린은 재기할 수 있다는 희망을 놓지 않고 하루하루 고군분투하며 버티는데...				",,"감독 : 
													,
											

						","니콜라스 케이지,코니 닐슨,사라 폴슨,피터 폰다,웬델 피어스,브라이언 배트,프레드릭 렌,크리스토퍼 베리,케리 카힐,저드 롤맨드",,
"http://image.cine21.com/resize/cine21/poster/2019/1118/18_11_37__5dd26049b32fc[X230,330].jpg",나이브스 아웃,개봉일 : 2019-12-04,,"
					
									베스트셀러 미스터리 작가가 85세 생일에 숨진 채 발견된다.,
그의 죽음의 원인을 파헤치기 위해 경찰과 함께 탐정 브누아 블랑이 파견 되는데…				","
							오락영화의 모범이라 할 만하다. 올해 토론토국제영화제 공개 당시 호평 일색의 반응을 자아낸 <나이브스 아웃>은 영리한 각본과 공들인 미장센이 각축전을 벌이는 미스터리 스릴러다. 애거사 크리스티의 충직한 후계자를 자처하는 라이언 존슨 감독의 오리지널 시나리오는, 종종 진짜보다 더 진짜 같은 뉘앙스를 풍기며 추리 장르 팬들에게 즐거운 정감을 불러일으킨다. 사건...							","감독 : 
													,
											

						","다니엘 크레이그,크리스 에반스,아나 디 아르마스,제이미 리 커티스,토니 콜레트,마이클 섀넌,돈 존슨,키스 스탠필드,캐서린 랭포드,제이든 마텔",7.00,8.80
"http://image.cine21.com/resize/cine21/poster/2019/0618/16_45_54__5d0896b21ee72[X230,330].jpg",샤프트,,,줄거리가 없습니다.,,"감독 : 
													,
											

						","사무엘 L. 잭슨,제시 어셔,리차드 라운드트리",1.00,
"http://image.cine21.com/resize/cine21/poster/2019/0417/11_38_55__5cb691bfbbfd0[X230,330].jpg",어벤져스: 엔드게임,개봉일 : 2019-04-24,,"
					
									인피니티 워 이후 절반만 살아남은 지구,
마지막 희망이 된 어벤져스 ,
먼저 떠난 그들을 위해 모든 것을 걸었다! ,
,
위대한 어벤져스,
운명을 바꿀 최후의 전쟁이 펼쳐진다!				","
							인피니티 스톤 6개를 모은 타노스는 우주 최강자가 되었고, 우주 생명체의 절반을 사라지게 만들었다. <어벤져스: 인피니티 워>(2018)의 패배 이후 지구는 초토화됐고 남은 절반의 사람들은 정신적 고통을 호소하며 하루하루를 근근이 버텨나간다. 그날, 지구 와칸다에서 싸우다 생존한 히어로들과 우주의 타이탄 행성에서 싸우다 생존한 히어로들이 뿔뿔이 흩어졌는데,...							","감독 : 
													,
													,
											

						","로버트 다우니 주니어,크리스 에반스,마크 러팔로,크리스 헴스워스,스칼렛 요한슨,제레미 레너,돈 치들,폴 러드,브리 라슨,카렌 길런",7.17,8.50
"http://image.cine21.com/resize/cine21/poster/2013/0605/39170_51ae8c0d3a1b0_poster[X230,330].jpg",팬텀 : 라스트 커맨더,개봉일 : 2013-07-04,"누적관객 : 2,684명","
					
									,
									절대 돌이킬 수 없다!,
인류의 운명을 건 마지막 항해!,
,
동서의 대립이 극한으로 치닫던 냉전 시대, 퇴역을 앞둔 소련 최고의 함장 ‘드미트리’는 구형 핵 잠수함 ‘B67’을 이끌고 바다 곳곳에 주둔한 미국 잠수함의 눈을 피해 작전을 완수 해야 하는 마지막 임무를 하사 받는다. 노련한 해군장교 ‘드미트리’는 마침내 바다로 출항하지만 곧 새롭게 합류한 KGB소속 ‘브루니’ 일행의 미군을 도발하는 위험한 요구가 계속되면서 난항을 겪기 시작한다. ,
,
KGB와 함장간의 계속되는 갈등 속에 3차대전이 벌어질지도 모르는 일촉즉발의 상황, 여기에 과거 부하들을 죽음으로 내몰았던 ‘드미트리’ 함장의 과거까지 밝혀지면서 잠수함 내부는 극도의 긴장 상태에 빠지게 되고, 그때 서서히 모습을 드러내는 프로젝트의 기밀장치 ‘팬텀’. ,
,
‘팬텀’ 과연 그 정체는 무엇일까? 				","
							두달 반 만에 바다에서 돌아온 소련 최고의 함장 드미트리(에드 해리스)는 이제 퇴직을 앞두고 있다. 그에게 상관은 미국이 태평양에 해군을 집중시키고 있는 상황이라며 마지막 출항을 명한다. 그가 탈 잠수함은 자신의 배가 아닌 자신의 첫 항해선이었던 낡을 대로 낡은 B67, 그리고 그에게 떨어진 마지막 명령은 팬텀이라는 기밀병기를 시험하는 것이다. 이 특별 프로젝트를 위해...							","감독 : 
													,
											

						","에드 해리스,데이비드 듀코브니,윌리엄 피츠너,숀 패트릭 플래너리,조나단 스캐치",5.50,6.25
"http://image.cine21.com/resize/cine21/poster/2016/0523/10_41_11__57425fb74379e[X230,330].jpg",미라클 프롬 헤븐,개봉일 : 2016-05-25,"누적관객 : 9,484명","
					
									,
,
사랑하는 남편, 세 딸과 함께 평화로운 나날을 보내던 ‘크리스티’,
둘째 딸 ‘애나’가 원인을 알 수 없는 불치병에 걸리게 되면서 가족은 절망에 빠진다.,
병원에서는 끝내 병명을 알아내지 못한 채 치료를 포기해버리고,,
희망의 끈을 놓을 수 없는 ‘크리스티’는 ‘애나’의 치료를 위해 고군분투한다.,
그러던 어느 날, ‘애나’는 집 앞 나무에 오르다 추락하는 사고까지 당하게 되고,,
더 이상 희망이 보이지 않던 순간, 가족은 놀라운 기적을 경험하게 되는데… ,
,
,				","
							크리스티(제니퍼 가너)와 남편 케빈은 텍사스의 한 시골 마을에서 세딸과 함께 산다. 종교를 빼놓고 이들의 삶을 이야기하기란 불가능하다. 교회에 가는 건 주말마다 빼놓을 수 없는 가족 행사 중 하나이며, 크리스티가 딸들의 방에 들러 무슨 기도를 했는지 묻는 것은 매일 밤 빼놓을 수 없는 ‘굿나이트 의례’다. 어느 날 새벽, 잠을 자던 크리스티는 둘째딸 애나(카일리 로저...							","감독 : 
													,
											

						","제니퍼 가너,마틴 헨더슨,카일리 로저스,유제니오 데베즈,퀸 라티파,존 캐롤 린치,로다 그리피스,그레고리 알란 윌리엄스,케빈 시즈모어,저드 롤맨드",5.00,8.00
