movie_poster,movie_title,movie_engtitle,movie_date,movie_audience,movie_genre,movie_story,movie_review,movie_director,movie_actor,movie_cine,movie_netizens
"http://image.cine21.com/resize/cine21/poster/2015/0304/15_41_47__54f6a92b63b2d[X230,330].jpg",사랑한다고 말해: 키스하고 싶어질 땐,"好きっていいなよ。,Say “I Love You”",개봉일 : 2015-03-12,,멜로·로맨스,"
					
									학교 최고의 인기남과 모태 솔로 소녀의 사랑,
사랑은 항상 예기치 않게 시작된다!,
,
16년 동안 친구와 애인을 만들지 않고 살아온 타치바나 메이. 어느 날 실수로 학교 최고의 인기남 쿠로사와 야마토에게 발길질을 해 상처를 입힌다. 그런데 이상하게도 야마토는 메이가 마음에 든 듯 일방적으로 친구 선언을 하고, 메이를 도와주기 위해 키스까지 하고 만다. 한편, 상냥하고 멋진 야마토에게 자연스레 마음이 가게 된 메이는 야마토를 만나면서부터 매일 새로운 경험들을 하게 되고 야마토의 순수한 마음에 응하면서 그녀 또한 강해지고, 소중한 사람이 어떤 존재인지 알아가게 된다. 그런 때에 야마토를 좋아하는 인기 잡지 모델인 메구미와 야마토의 옛친구 카이가 등장한다. 처음 만난 친구, 처음 만난 사랑의 라이벌, 기쁨과 슬픔, 상처를 통해 메이는 연인과 친구의 소중함을 알게 되고 야마토를 향한 결심을 굳히게 되는데...,
 				",,휴가 아사코,"카와구치 하루나,후쿠시 소타,이치카와 토모히로,아다치 리카,야마모토 료스케,와타나베 마리나,키쿠치 아키코",8.00,
"http://image.cine21.com/resize/cine21/poster/2013/1202/14_43_34__529c1e0627c31[X230,330].jpg",플래티나 데이터,"プラチナデータ,Platina Data",개봉일 : 2013-12-12,"누적관객 : 2,802명","스릴러, 미스터리, SF","
					
									DNA 수사 시스템!,
검거율 100%, 원죄율 0%!,
 ,
수 년 후, 일본. 완벽한 범인 검거를 위해 DNA 수사 시스템이 도입된다. 이 시스템을 통해 범인 검거율 100%를 자랑한다. 하지만 이런 과학적 수사에 형사 ‘아사마 레이지’는 불만을 갖는다. DNA 수사 시스템으로 범인 검거율 100%를 기록하자 시스템을 개발한 ‘카구라 류헤이’는 DNA 수사 시스템이 완벽하다 믿는다. 그렇게 DNA로 범인을 검거하던 중 100% 검거율을 비웃기라도 하듯 연쇄 살인사건이 일어난다. 호기롭게 DNA 수사 시스템으로 범인의 데이터를 뽑던 ‘카구라 류헤이’. 그런데 데이터는 ‘카구라 류헤이’를 범인으로 지목한다.,
진실을 밝히기 위해 도망가는 천재 과학자 ‘카구라 류헤이’와 그를 잡기 위해 혈안이 된 형사 ‘아사마 레이지’의 쫓고 쫓기는 관계가 된다. DNA 수사 시스템으로 억울하지 않게 정확히 범인을 잡아낼 수 있다고 믿었던 ‘카구라 류헤이’. 그는 자신이 완벽하다고 믿었던 DNA 수사 시스템의 치명적 오류를 밝혀낼 수 있을까? 그렇다면 연쇄살인의 진짜 범인은 누구일까?,
 				",,오오토모 케이시,"니노미야 가즈나리,도요카와 에스시,스즈키 호나미,나마세 카츠히사,안,미즈하라 키코,엔도 카나메,와다 소코,나카무라 이쿠지,하기와라 마사토",4.00,
"http://image.cine21.com/resize/cine21/poster/2010/1209/M0010003__[X230,330].jpg",황해,The Yellow Sea,개봉일 : 2010-12-22,"누적관객 : 2,167,426명","액션, 스릴러","
					
									,
									황해를 건너 온 남자, 모두가 그를 쫓는다!,
연변에서 택시를 운전하며 구질구질한 일상을 살아가는 구남. 한국으로 돈 벌러 간 아내는 6개월째 소식이 없고, 돈을 불리기 위해 마작판에 드나들지만 항상 잃을 뿐이다. 그러던 어느 날, 살인청부업자 면가에게서 한국에 가서 누군가를 죽이고 오라는 제안을 받게 된 구남은 빚을 갚기 위해, 그리고 아내를 만나기 위해 황해를 건너는데…,
,
매서운 바다를 건너 서울로 온 구남은 살인 기회를 노리는 동시에 아내의 행방을 수소문한다. 하지만 목표물은 구남의 눈앞에서 살해 당하고, 구남은 현장에서 도주하지만 살인자 누명을 쓴 채 경찰에 쫓기게 된다. 이에 청부살인을 의뢰했던 태원은 증거 인멸을 위해 구남을 없애려 하고, 연변에 있던 면가 또한 황해를 건너와 구남을 쫓기 시작하는데…,
,
지독한 놈들에게서 벗어나기 위한, 절박한 사투가 시작된다!,
 				","
							2008년 <추격자>의 흥행은 단순하지 않았다. 나홍진 감독이 꾸려놓은 스릴러의 법칙과 캐릭터의 모양새는 곧 올해 한국영화의 경향으로 자리잡았다. 나홍진은 꼬박 1년여 만에 자신이 만든 세계를 <황해>를 통해 확장하려 든다. 시작은 옌벤의 구남(하정우)이다. 아내를 한국에 보내느라 빚을 진 그는 빚 갚기에 급급하다. 옌벤의 구남이 서울로 무대를 ...							",나홍진,"하정우,김윤석,조성하,이철민,곽도원,임예원,탁성은,이엘,정만식,정민성",6.80,7.42
"http://image.cine21.com/resize/cine21/poster/2020/0115/12_05_55__5e1e8193ef1db[X230,330].jpg",해치지않아,Secret Zoo,개봉일 : 2020-01-15,,드라마,"
					
									,
									생계형 수습 변호사 ‘태수’에게 찾아온 일생일대의 기회, 위기의 동물원 ‘동산파크’를 구하라!,
‘동산파크’의 새 원장이 된 그는 손님은커녕 동물조차 없는 동물원을 살리기 위해,
직원들에게 동물로 위장근무 하자는 기상천외한 제안을 한다.,
북극곰, 사자, 기린, 고릴라, 나무늘보로 출근한 ‘동산파크’ 5인방.,
묵언수행은 기본, 어깨 결림, 근육 뭉침, 뒷목까지 뻐근한 그들의 털 날리는 고군분투가,
계속되는 가운데, 목이 타던 ‘태수’는 북극곰의 신분을 망각하고,
관람객 앞에서 콜라 한 모금을 마시게 되는데…,
,
,				","
							변호사지만 수습 신분으로 재벌들의 뒤치다꺼리를 하느라 바람 잘 날 없는 태수(안재홍)는 어느 날 몸을 던지는 활약으로 황 대표(박혁권)의 눈에 들게 된다. 황 대표는 태수에게 기업에서 관리하는 회사 중 망해가는 동산파크의 운영 전권을 위임하면서 신임 동물원장에 앉힌다. 빚더미에 나앉으며 동물까지 내다팔아 텅텅 비어가는 동산파크를 살려보겠다는 태수의 의지는 직원들이 동...							",손재곤,"안재홍,강소라,박영규,김성오,전여빈,박혁권,서현우,장승조,박형수,김수진",6.40,6.71
"http://image.cine21.com/resize/cine21/poster/2019/0128/10_30_28__5c4e5b34e78b5[X230,330].jpg",사바하,"娑婆訶,Savaha: The Sixth Finger",개봉일 : 2019-02-20,,"스릴러, 미스터리","
					
									,
									한 시골 마을에서 쌍둥이 자매가 태어난다. ,
온전치 못한 다리로 태어난 ‘금화’(이재인)와 모두가 오래 살지 못할 것이라고 했던 언니 ‘그것’. ,
하지만 그들은 올해로 16살이 되었다. ,
,
신흥 종교 비리를 찾아내는 종교문제연구소 ‘박목사’(이정재)는  ,
사슴동산이라는 새로운 종교 단체를 조사 중이다. ,
영월 터널에서 여중생이 사체로 발견되는 사건이 발생하고 ,
이를 쫓던 경찰과 우연히 사슴동산에서 마주친 박목사는 이번 건이 심상치 않음을 직감한다. ,
,
하지만 진실이 밝혀지기 전 터널 사건의 용의자는 자살하고, ,
그가 죽기 전 마지막으로 만난 실체를 알 수 없는 정비공 ‘나한’(박정민)과 ,
16년 전 태어난 쌍둥이 동생 금화의 존재까지 ,
사슴동산에 대해 파고들수록 박목사는 점점 더 많은 미스터리와 마주하게 되는데…!,
,
,				","
							운명은 때때로 얄궂다. 1999년 강원도의 한 시골 마을에 쌍둥이 자매가 태어났다. 언니가 동생의 다리를 물어 피범벅이 된 채로. 동생 금화는 태어나자마자 다리가 온전치 않았다. 금화의 다리를 문 언니는 사람들이 오래 살지 못할 거라고 해서 이름조차 부여받지 못한 채 ‘그것’이라 불렸다.금화는 금화대로 자신의 다리를 그 지경으로 만든 언니와 세상을 원망하고, ‘...							",장재현,"이정재,박정민,이재인,유지태,정진영,진선규,이다윗,지승현,다나카 민,차순배",6.80,6.25
,,,,,,,,,,,
"http://image.cine21.com/resize/cine21/poster/2020/0507/16_47_15__5eb3bd03f2337[X230,330].jpg",인간실격,"人間失格 太宰治と３人の女たち,No Longer Human",,,"멜로·로맨스, 드라마","
					
									,
									술, 약물, 자살시도, 바람에도 아내 미치코는 다자이에게 잔소리조차 하지 않는다.,
다자이는 셋째를 임신한 미치코를 두고 다음 소설 집필에 영감을 받는다는 핑계로,
제자 시즈코와 연애를 즐기며 소설 ‘사양’을 출간한다.,
하지만 ‘사양’이 유행하자 다자이는 더 큰 걸작을 써야 한다는 압박에 시달린다.,
설상가상으로 시즈코가 임신을 하자 토미에와 도피하듯 사랑을 나누며 자유롭게 살아간다.,
방탕한 생활로 건강을 잃고 원하는 글을 쓸 수 없는 상황에서,
다자이는 결국 자신의 모든 것을 파괴하고 피를 토하듯 마지막 소설 ‘인간실격’ 집필에 들어가는데…				",,니나가와 미카,"오구리 슌,미야자와 리에,사와지리 에리카,니카이도 후미,나리타 료",,
"http://image.cine21.com/resize/cine21/poster/2008/0201/M0010006_cottage[X230,330].jpg",오두막,"The Cottage,The Cottage",,,"코미디, 공포","
					
									데이비드, 피터 형제는 돈을 뜯어내기 위해 마피아 보스 어니의 딸인 트레이시를 납치한다. 그들은 외딴 시골의 오두막으로 그녀를 데려가는데, 그들은 그곳에서 끔찍한 농촌의 살인마와 만나 일대 격전을 치르게 된다. 				",,폴 앤드류 윌리엄스,"앤디 서키스,리스 시어스미스,제니퍼 엘리슨,스티브 오도넬,덕 브래들리",7.11,
"http://image.cine21.com/resize/cine21/poster/2016/0126/15_39_17__56a7149501734[X230,330].jpg",사계,Les Saisons,,,다큐멘터리,줄거리가 없습니다.,,"자끄 페랭,자크 클루조드",,,
"http://image.cine21.com/resize/cine21/poster/2019/0220/16_15_22__5c6cfe8a32630[X230,330].jpg",파이널 스코어,Final Score,,,액션,"
					
									전직 미 육군 출신의 마이클은 자신의 부하였던 앤디가 자신 때문에 죽었다는 죄책감으로 그의 아내와 딸을 지극정성으로 돌본다. ,
 어느 날, 축구를 좋아하는 앤디의 딸 대니를 위해 함께 축구 경기를 보러 가는 마이클. ,
 하지만, 정체를 알 수 없는 무장 단체에 의해 축구장이 폐쇄됐다는 사실을 알게 된다. ,
 혼란스러운 축구장 안에서 설상가상으로 대니 마저 잃어버리게 된 마이클은 ,
 대니와 35,000명의 관중을 살리기 위해 혼자 힘으로 무장 단체에 맞서기로 하는데…				",,스콧 만,"데이브 바티스타,피어스 브로스넌",,
"http://image.cine21.com/resize/cine21/poster/2016/0810/10_50_10__57aa8852bf882[X230,330].jpg",국가대표2,"Run-Off,Take Off 2",개봉일 : 2016-08-10,,드라마,"
					
									유일무이 정통 아이스하키 선수 출신 에이스 ‘지원’,
자존심은 금메달 급, 현실은 쇼트트랙 강제퇴출 ‘채경’,
사는 게 심심한 아줌마, 빙판에선 열정의 프로 ‘영자’,
시간 외 수당이 목표, 아이스하키 협회 경리 출신 ‘미란’,
취집으로 인생 반전 꿈꾸는 전직 피겨요정 ‘가연’,
주장급 멘탈 보유자, 최연소 국가대표 꿈나무 ‘소현’,
말만 번지르르, 주니어 아이스하키 우정상에 빛나는 국대 출신 감독 ‘대웅’,
,
이들이 뭉친 단 하나의 이유는 아오모리 동계 아시안게임 출전!,
,
,				","
							동계올림픽 유치를 위해 여자 아이스하키팀이 급조된다. 자격 미달의 대웅(오달수)이 여자 아이스하키팀 감독직을 맡게 되고, ‘국대 감독’이란 타이틀에 흥분한 대웅은 팀원 모집에 적극적으로 나선다. 북한의 아이스하키 국가대표 선수였지만 핀란드 이민을 계획하고 있는 지원(수애), 과도한 승부욕이 ‘팀킬’을 불러일으켜 쇼트트랙 국가대표에서 아이스하키팀으로 강제퇴출당한 채경(...							",김종현,"수애,오달수,오연서,하재숙,김슬기,김예원,진지희",5.00,6.83
"http://image.cine21.com/resize/cine21/poster/2018/1010/18_19_45__5bbdc4319580f[X230,330].jpg",철의 심장을 가진 남자,"HHhH,The Man with the Iron Heart",개봉일 : 2018-11-08,,"전쟁, 액션, 스릴러","
					
									,
									2차 세계대전, 나치당의 장교 ‘라인하르트 하이드리히’는 체코 프라하를 점령한 뒤 인류 최악의 범죄인 유대인 대학살을 주도한다. 계속되는 그의 끔찍한 만행을 막고자 체코 레지스탕스인 ‘얀’과 ‘요세프’는 목숨을 건 암살작전을 수립하지만 나치는 그들의 숨통을 조여 오는데…				",,세드릭 지멘즈,"제이슨 클락,로자먼드 파이크,미아 와시코브스카,잭 레이너,잭 오코넬,엔조 실렌티,스티븐 그레이엄,바리 아츠마,제프 벨,노아 주프",7.50,
"http://image.cine21.com/resize/cine21/poster/2013/1204/17_13_23__529ee4239957a[X230,330].jpg",다이노소어 어드벤처3D,Walking With Dinosaurs 3D,개봉일 : 2013-12-19,"누적관객 : 599,963명",상영시간 : 87분,"
					
									홀로 야생에 남겨진 작고 어린 공룡 파치의 위대한 모험!,
,
거대한 몸집과 머리 주변에 멋진 뿔을 자랑하는 파키리노사우루스.,
형제 중 가장 작고 연약하게 태어난 ‘파치’는 호기심 많고 영리하지만 몸집이 작다는 이유로 항상 놀림을 받는다.,
리더인 아빠를 따라 새로운 서식지를 찾아 이동하던 어느 날,,
흉악한 포식자 고르곤(고르고사우루스)이 파키리노사우루스 무리를 공격하고,,
아빠는 가족을 지키기 위해 싸우지만 결국 죽게 된다.,
엄마 역시 산불 속에서 가족을 구하다가 목숨을 잃고 파치는 형 스카울러, 여자친구 주니퍼와 함께 거친 야생에 덩그러니 남겨지게 된다.,
 ,
길 잃은 어린 공룡들을 호시탐탐 노리는 적들이 곳곳에 도사리고 있는 대자연!,
과연 이들은 무사히 살아남아 무리로 돌아갈 수 있을까?,
 ,
예측불허! 위험천만! 흥미진진!,
퓨전 3D로 탄생한 7천만년 전 세계가 펼쳐진다! 				","
							초식공룡 파키리노사우루스 형제 중 가장 작고 연약하게 태어난 파치(배우 이광수)는 이리저리 치이기 일쑤다. 하지만 호기심 많고 총명한 파치는 형제들의 놀림에 기죽지 않고 여기저기 참견하고 다닌다. 새로운 서식지를 찾아 리더인 파치의 아버지를 따라 이동하던 무리는 흉포한 육식공룡 고르고사우루스의 공격을 받는다. 파치의 아버지와 어머니는 가족을 보호하려다 목숨을 잃고 파...							","닐 나이팅게일,배리 쿡","이광수,배한성,소연,저스틴 롱,앵구리 라이스,찰리 로우",6.00,5.67
"http://image.cine21.com/resize/cine21/poster/2017/0626/17_01_33__5950bf5ddd4e5[X230,330].jpg",지렁이,"JAYA,MY LITTLE BABY",개봉일 : 2017-04-20,,드라마,"
					
									,
									뇌성마비 장애를 앓고 있는 ‘원술’(김정균)의 유일한 희망인 딸 ‘자야’(오예설)는 학원 폭력의 집단 따돌림에 시달리다 성폭력의 피해자가 되어 결국 억울한 죽음을 택한다.,
,
‘원술’은 ‘자야’에게 벌어진 잔인한 사건의 전말과 진실을 밝히기 위해 고군분투하는데, 그의 앞에 드러난 사회의 민낯에 좌절하고 만다. 처절한 외침을 부르짖던 ‘원술’은 그들에게 복수의 칼날을 들이대는데…				",,윤학렬,"김정균,오예설,황도원,김샛별",,
"http://image.cine21.com/resize/cine21/poster/2019/1106/12_09_58__5dc23986d64eb[X230,330].jpg",행동하는 양심 김대중,,개봉일 : 2019-11-28,,다큐멘터리,"
					
									5번의 죽을 고비, 55차례의 가택연금,,
6년의 감옥생활, 777일의 국외 망명.,
시대의 불의를 견디며 이 땅의 민주주의와 ,
한반도 평화를 위해 일생을 바친 행동하는 양심 김대중.,
,
하의도의 섬 소년에서 대한민국 15대 대통령을 거쳐 ,
노벨평화상 수상까지, 모두 다 안다고 생각하지만 ,
사실은 모두 잘 모르는 인간 김대중의 ,
찬란했던 시작과 끝을 만난다.				","
							1987년 9월 8일, 김대중은 1971년 이후 16년 만에 광주를 찾았다. 그사이 군사정부로부터 5번의 죽을 고비, 6년의 감옥 생활, 55차례의 가택연금, 777일의 망명 생활 등 온갖 고초를 겪었다. 광주 시민 수십만명이 그를 보기 위해 광주역으로, 수만여명이 그가 가장 먼저 들른 망월묘역으로 몰려들었다. 광주민주화운동 열사들이 잠든 그곳에서 김대중은 자신을 보...							",신상민,"김대중,이금희",5.50,
"http://image.cine21.com/resize/cine21/poster/2005/0629/M0010250_[X230,330].jpg",이웃집 여인,"La Femme d'à côté,The Woman Next Door",개봉일 : 1983-04-01,누적관객 : 231명,"드라마, 멜로·로맨스","
					
									프랑스의 어느 한적한 시골마을에서 가족과 함께 평화롭게 살고 있던 베르나르는 어느날 옆집에 이사온 사람의 부인을 만난다. 우연찮게도 그녀는 자기의 옛 애인 마틸드였다. ,
과거에 두 사람은 사랑을 했었지만 서로의 자존심과 철없던 시절의 무의미한 다툼으로 결혼을 못하고 상처만 남긴 채 헤어졌었다. 필연적으로 자주 만나게 된 이웃의 두 남녀는 예전의 감정이 다시 살아난다.,
,
죄의식으로 인한 심리적 갈등과 불안감에 시달리던 두 남녀는 다시 냉정한 마음으로 친구 사이를 유지하려고 노력한다. 그러나 사랑과 질투에 냉정을 잃은 베르나르는 이를 견디지 못하고 여러사람 앞에서 행패를 부리고 마틸드를 데리고 도망치려고 하지만 결국 다시 냉정을 찾고 현실을 받아들인다. ,
한편, 한 남자에 대한 사랑때문에 목숨까지 던져 버릴려고 했던 오딜 여사를 존경해 온 마틸드는 진정한 사랑과 냉엄한 현실 사이에서 정신적 고통을 이기지 못하고 신경쇠약증에 걸려 병원에 입원하고 마는데...... 				",,프랑수아 트뤼포,"제라르 드빠르디유,화니 아르당,앙리 가르신,미셸 바움가트너,로제 반 훌,베로니크 실베",7.80,
"http://image.cine21.com/resize/cine21/poster/2005/0708/M0010037_01[X230,330].jpg",팔쉬,"Falsch,Falsch",,,"드라마, 전쟁","
					
									 				",,"장 피에르 다르덴,뤽 다르덴","재클린 볼렌,니콜 콜챗,크리스티앙 크라히,브루노 크레메,밀레 다덴",,
"http://image.cine21.com/resize//noimg[X230,330].jpg","줄리엣, 네이키드","Juliet, Naked",,,"드라마, 멜로·로맨스, 코미디",줄거리가 없습니다.,,제시 페르테즈,"에단 호크,로즈 번,크리스 오다우드,메건 도즈",,
"http://image.cine21.com/resize//noimg[X230,330].jpg",하우투 비 어 굿 와이프,"La bonne épouse,How to Be a Good Wife",,,상영시간 : 109분,줄거리가 없습니다.,,마르탱 프로보스트,"줄리엣 비노쉬,에두아르 바에르",,
"http://image.cine21.com/resize/cine21/poster/2005/0630/M0010154_1[X230,330].jpg",영국 여인과 공작,"L`Anglaise et le Duc,The Lady and the Duke",,,드라마,"
					
									이 영화는 프랑스 혁명 시절 프랑스에서 모험적인 삶을 살던 아름다운 영국의 왕족 귀부인 그레이스와 루이 16세의 사촌 신분에도 불구하고 혁명적인 성향을 지닌 오를레앙 공작 필립과의 열정적이고도 폭풍 같은 관계에 대한 이야기이다. 두 사람은 연애를 청산하고 좋은 친구 사이로 지내기로 한다. 혁명이 닥치고, 그레이스는 필립에 대한 믿음과 신의를 지키려다 역사의 소용돌이 휘말리게 된다. 스코트의 귀족 그레이스 엘리엇의 회고록 [프랑스 혁명의 기록]을 영화화한 작품으로 에릭 로메르의 세 번째 역사극이자 연극적 구성과 회화적 이미지로 화제가 되었던 디지털 영화이다.  				",,에릭 로메르,"장 클로드 드레퓌스,루시 러셀,알랭 리볼트,샤로트 베리,레오나르드 코비앙트,프랑소와 마소레,카롤린 모린,헬레나 뒤비엘",7.00,
"http://image.cine21.com/resize/cine21/poster/2019/1121/10_57_29__5dd5ef0967de9[X230,330].JPG",라 파미에,"Lola et ses freres,Lola & Her Brothers",개봉일 : 2019-12-12,,"코미디, 드라마","
					
									,
									결혼만 세번째! 사랑 앞에 답정너 로맨티스트 첫째 브누아, ,
나의 실직은 절대 비밀! 자존심만은 하늘만큼 높은 둘째 피에르,,
이런 오빠들의 철없음을 받아주느라 누구보다 철든 막내 롤라.,
,
롤라가 평생을 함께 하고 싶은 사랑을 만난 기쁨도 잠시,,
그녀 인생 최고의 시련이 찾아오는데...				",,장-폴 루브,"루디빈 사니에,호세 가르시아,장-폴 루브,람지 베디아,필립핀 르로이 뵈리우",6.00,10.00
"http://image.cine21.com/resize/cine21/poster/2020/0323/12_12_49__5e782931e5504[X230,330].jpg",너의 새는 노래할 수 있어,"きみの鳥はうたえる,And Your Bird Can Sing",개봉일 : 2020-04-16,"누적관객 : 2,128명","판타지, 멜로·로맨스","
					
									괜  찮  아  알  수  없  어,
서점에서 일하는 ‘나’와 여자친구 ‘사치코’ 룸메이트 ‘시즈오’,
친구와 연인 사이 세남녀의,
마치 영원히 끝나지 않을 것 같은 청춘 스케치				","
							나(에모토 다스쿠)와 사치코(이시바시 시즈카)의 관계는 어느 여름밤 나를 꼬집는 사치코의 따끔한 손길로 시작된다. 서로 적극적으로 구애하게 된 두 사람은 사치코가 나의 룸메이트 시즈오(소메타니 쇼타)와도 자연스레 어울리게 되면서 삼각관계의 긴장을 갖기 시작한다. 괴로움은 흘려보낸채, 세계를 감각하기 바쁜 청춘의 긴 밤들이 밀도 있는 스케치로 그려지며, 필연적으로 다가...							",미야케 쇼,"에모토 다스쿠,이시바시 시즈카,소메타니 쇼타,아다치 토모미츠,와타나베 마키코,하기와라 마사토",7.00,
"http://image.cine21.com/resize/cine21/poster/2020/0604/11_28_49__5ed85c6176538[X230,330].jpg",결백,,개봉일 : 2020-06-10,"누적관객 : 1,989명",드라마,"
					
									,
									기억을 잃은 채 살인사건의 용의자로 몰린 엄마 '화자'(배종옥)의 결백을 밝히려는 변호사 '정인'(신혜선)이 '추시장'(허준호)과 마을 사람들이 숨기려 한 추악한 진실을 파헤쳐가는 무죄 입증 추적극				",,박상현,"신혜선,배종옥,허준호,홍경,태항호,고창석,박철민,차순배,정인겸,한이진",5.67,
"http://image.cine21.com/resize//noimg[X230,330].jpg",변사,"カツベン,Talking the Pictures",,,드라마,줄거리가 없습니다.,,수오 마사유키,"나리타 료,쿠로시마 유이나",,
"http://image.cine21.com/resize/cine21/poster/2017/1220/10_17_47__5a39ba3b05ce2[X230,330].jpg",데스티니: 가마쿠라 이야기,"DESTINY 鎌倉ものがたり,Destiny: Kamakura Story",,,"드라마, 코미디, 판타지",줄거리가 없습니다.,,야마자키 다카시,"사카이 마사토,타카하타 미츠키,쓰쓰미 신이치,안도 사쿠라,다나카 민,나카무라 타마오,이치카와 미카코,무로 츠요시",,
"http://image.cine21.com/resize/cine21/poster/2018/1017/11_19_05__5bc69c19d1e6b[X230,330].jpg",군산: 거위를 노래하다,Ode to the Goose,개봉일 : 2018-11-08,,드라마,"
					
									전직 시인 ‘윤영’은 한때 좋아했던 선배의 아내 ‘송현’이 돌싱이 되어 기쁘다. ,
술김에 둘은 군산으로 떠나고 일본풍 민박집에 묵는다. ,
‘송현’이 과묵한 민박집 사장 남자에게 관심을 보이자, ‘윤영’은 자신을 맴도는 민박집 딸이 궁금해진다. ,
군산에서의 둘의 마음과 시간은 서울과 달리 자꾸 어긋나기만 하는데…,
 ,
시작하지 않는 남자와 시작해야 하는 여자,
애매모호한 두 남녀의 군산이몽이 詩作된다				","
							“미친 것 같아. 갑자기 오자고 한 사람도 그렇고, 따라온 나도 그렇고.” 송현(문소리)은 윤영(박해일)을 따라 군산에 간다. 그녀는 윤영의 선배의 아내다. 송현을 좋아했던 윤영은 송현이 이혼했다는 사실을 알고 함께 여행을 가자고 제안한 것이다. 둘은 군산에서 며칠 머물기로 하고 민박집을 찾는다. 사람을 가려서 받기로 알려진 민박집은 중년 남자(정진영)가 자폐 증세가...							",장률,"박해일,문소리,정진영,박소담",7.00,7.67
"http://image.cine21.com/resize/cine21/poster/2017/0922/49362_59c46d20be88b[X230,330].jpg",남한산성,"南漢山城,The Fortress",개봉일 : 2017-10-03,,"시대극, 드라마","
					
									1636년 인조 14년 병자호란.,
청의 대군이 공격해오자 임금과 조정은 적을 피해 남한산성으로 숨어든다.,
추위와 굶주림, 절대적인 군사적 열세 속 청군에 완전히 포위된 상황,,
대신들의 의견 또한 첨예하게 맞선다.,
 ,
순간의 치욕을 견디고 나라와 백성을 지켜야 한다는 이조판서 ‘최명길’(이병헌)과,
청의 치욕스런 공격에 끝까지 맞서 싸워 대의를 지켜야 한다는 예조판서 ‘김상헌’(김윤석).,
그 사이에서 ‘인조’(박해일)의 번민은 깊어지고, 청의 무리한 요구와 압박은 더욱 거세지는데...,
 ,
나아갈 곳도 물러설 곳도 없는 고립무원의 남한산성,
나라의 운명이 그곳에 갇혔다!				","
							1639년 병자년 호란이 일어난다. 청의 대군에 막혀 미처 강화도로 파천하지 못한 조정은 급히 남한산성으로 들어가 항전을 시작한다. 이조판서 최명길(이병헌)은 청나라와의 화친을 도모해 살 길을 열고자 한다. 뒤늦게 남한산성으로 들어온 예조판서 김상헌(김윤석)은 오랑캐에게 무릎을 꿇을 수 없다며 결사항전을 주장한다. 인조(박해일)가 사분오열된 대신들 사이를 부평초처럼 ...							",황동혁,"이병헌,김윤석,박해일,고수,박희순,조우진,송영창,이다윗,허성태,김법래",7.40,7.60
"http://image.cine21.com/resize/cine21/poster/2019/0724/52729_5d37b6c9d28a6[X230,330].jpg",엑시트,Exit,개봉일 : 2019-07-31,,"코미디, 액션","
					
									,
									대학교 산악 동아리 에이스 출신이지만,
졸업 후 몇 년째 취업 실패로 눈칫밥만 먹는 용남은,
온 가족이 참석한 어머니의 칠순 잔치에서,
연회장 직원으로 취업한 동아리 후배 의주를 만난다,
어색한 재회도 잠시, 칠순 잔치가 무르익던 중,
의문의 연기가 빌딩에서 피어 오르며,
피할 새도 없이 순식간에 도심 전체는 유독가스로 뒤덮여 일대혼란에 휩싸이게 된다.,
용남과 의주는 산악 동아리 시절 쌓아 뒀던 모든 체력과 스킬을 동원해,
탈출을 향한 기지를 발휘하기 시작하는데…				","
							졸업 후 몇년이 지나도록 취업을 하지 못한 백수 용남(조정석)의 하루 일과는 낮에는 철봉 운동, 저녁에는 설거지를 하는 것이다. 결혼도 취직도 하지 못한 청년 백수의 처지가 더욱 눈치 보이는 어머니 칠순 잔칫날, 용남은 대학교 산악 동아리 시절 짝사랑했던 의주(윤아)를 우연히 다시 만난다. 손님과 컨벤션홀 부점장의 관계로 재회한 어색함도 잠시, 도시를 뒤덮은 의문의 ...							",이상근,"조정석,임윤아,고두심,박인환,김지영,강기영,김종구,김병순,황효은,이봉련",7.17,8.20
"http://image.cine21.com/resize/cine21/poster/2019/0918/16_10_43__5d81d8739edb0[X230,330].jpg",퍼펙트맨,Man of Men,개봉일 : 2019-10-02,,"코미디, 드라마","
					
									,
									퍼펙트한 인생을 위해 한탕을 꿈꾸는 건달 ‘영기’(조진웅),
조직 보스의 돈 7억을 빼돌려 주식에 투자하지만, 사기꾼에게 속아 주식은 휴지조각이 되고 만다.,
목숨을 부지하기 위해 어떻게든 7억을 구해야 하는 영기 앞에,
까칠한 로펌 대표 ‘장수’(설경구)가 나타난다.,
,
두 달 시한부 ‘장수’는 자신이 해야 할 일들을 도와주는 조건으로,
영기에게 자신의 사망보험금을 내건 빅딜을 제안하는데…,
,
,				","
							영기(조진웅)는 가진 게 건강한 몸이 전부인 부산 건달이다. 허세 가득하고 철없는 모습이 시원시원하면서도 아슬아슬하다. 그는 인생 한방을 노리고 조직 보스(허준호)의 돈 7억원을 빼돌려 70억원으로 만들기 위해 주식에 투자한다. 하지만 주식 작전 일당들에게 사기를 당해 하루아침에 모두 잃는다. 그는 설상가상으로 사고를 치고 입건돼 사회봉사명령을 받는다. 그가 사회봉사...							",용수,"설경구,조진웅,허준호,진선규,지승현,김사랑",5.00,7.33
